codec,seq,profile,preset,param,phase,n_frames,time_s,energy_cpu_j,energy_gpu_j,energy_total_j,idle_cpu_w,idle_gpu_w,actual_mbps,bitstream_path
x264,ShakeNDry,RA,slow,crf=27,encode,300,1.774,177.747,0.0,177.747,20.3,37.03,7.297,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf27.264
x264,ShakeNDry,RA,slow,crf=27,decode,300,0.166,5.588,0.0,5.588,20.24,36.54,7.297,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf27.264
x264,ShakeNDry,RA,slow,crf=32,encode,300,1.45,132.298,0.0,132.298,20.26,36.92,2.769,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf32.264
x264,ShakeNDry,RA,slow,crf=32,decode,300,0.136,4.731,0.0,4.731,20.09,36.88,2.769,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf32.264
x264,ShakeNDry,RA,slow,crf=37,encode,300,1.31,108.127,0.0,108.127,20.22,37.19,1.295,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf37.264
x264,ShakeNDry,RA,slow,crf=37,decode,300,0.122,4.372,0.0,4.372,20.34,37.0,1.295,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf37.264
x264,YachtRide,LDP,faster,crf=22,encode,600,1.602,175.588,0.0,175.588,20.24,37.25,26.182,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf22.264
x264,YachtRide,LDP,faster,crf=22,decode,600,0.328,22.264,0.0,22.264,20.08,36.66,26.182,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf22.264
x264,YachtRide,LDP,faster,crf=27,encode,600,1.325,136.568,0.0,136.568,20.15,37.06,12.687,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf27.264
x264,YachtRide,LDP,faster,crf=27,decode,600,0.248,15.539,0.0,15.539,20.19,37.4,12.687,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf27.264
x264,YachtRide,LDP,faster,crf=32,encode,600,1.108,109.205,0.0,109.205,20.39,37.29,6.025,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf32.264
x264,YachtRide,LDP,faster,crf=32,decode,600,0.206,11.614,0.0,11.614,20.38,37.16,6.025,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf32.264
x264,YachtRide,LDP,faster,crf=37,encode,600,0.983,92.383,0.0,92.383,20.05,37.12,3.074,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf37.264
x264,YachtRide,LDP,faster,crf=37,decode,600,0.174,8.592,0.0,8.592,20.33,37.24,3.074,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf37.264
x264,YachtRide,LDP,slow,crf=22,encode,600,5.432,607.639,0.0,607.639,20.27,37.31,26.795,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf22.264
x264,YachtRide,LDP,slow,crf=22,decode,600,0.336,23.313,0.0,23.313,20.52,36.76,26.795,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf22.264
x264,YachtRide,LDP,slow,crf=27,encode,600,3.684,391.931,0.0,391.931,20.72,37.06,12.736,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf27.264
x264,YachtRide,LDP,slow,crf=27,decode,600,0.258,16.897,0.0,16.897,20.33,37.29,12.736,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf27.264
x264,YachtRide,LDP,slow,crf=32,encode,600,2.312,243.486,0.0,243.486,20.35,37.36,5.672,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf32.264
x264,YachtRide,LDP,slow,crf=32,decode,600,0.209,12.444,0.0,12.444,20.2,37.54,5.672,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf32.264
x264,YachtRide,LDP,slow,crf=37,encode,600,1.519,151.148,0.0,151.148,20.06,36.85,2.499,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf37.264
x264,YachtRide,LDP,slow,crf=37,decode,600,0.178,9.424,0.0,9.424,20.18,37.09,2.499,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf37.264
x264,YachtRide,RA,faster,crf=22,encode,600,3.045,325.81,0.0,325.81,20.21,36.98,25.241,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf22.264
x264,YachtRide,RA,faster,crf=22,decode,600,0.362,26.002,0.0,26.002,20.18,36.71,25.241,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf22.264
x264,YachtRide,RA,faster,crf=27,encode,600,2.724,282.96,0.0,282.96,20.13,37.32,12.482,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf27.264
x264,YachtRide,RA,faster,crf=27,decode,600,0.283,20.005,0.0,20.005,20.42,37.22,12.482,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf27.264
x264,YachtRide,RA,faster,crf=32,encode,600,2.462,246.696,0.0,246.696,20.21,38.46,6.105,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf32.264
x264,YachtRide,RA,faster,crf=32,decode,600,0.241,15.585,0.0,15.585,20.13,37.25,6.105,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf32.264
x264,YachtRide,RA,faster,crf=37,encode,600,2.248,211.946,0.0,211.946,20.34,37.34,2.941,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf37.264
x264,YachtRide,RA,faster,crf=37,decode,600,0.207,12.833,0.0,12.833,20.24,36.99,2.941,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf37.264
x264,YachtRide,RA,slow,crf=22,encode,600,6.01,673.575,0.0,673.575,20.24,37.67,25.314,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf22.264
x264,YachtRide,RA,slow,crf=22,decode,600,0.374,25.895,0.0,25.895,20.13,37.23,25.314,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf22.264
x264,YachtRide,RA,slow,crf=27,encode,600,4.863,517.779,0.0,517.779,20.29,37.34,12.246,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf27.264
x264,YachtRide,RA,slow,crf=27,decode,600,0.295,19.99,0.0,19.99,20.31,37.05,12.246,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf27.264
x264,YachtRide,RA,slow,crf=32,encode,600,4.101,406.025,0.0,406.025,20.16,37.4,5.676,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf32.264
x264,YachtRide,RA,slow,crf=32,decode,600,0.249,15.889,0.0,15.889,20.34,37.16,5.676,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf32.264
x264,YachtRide,RA,slow,crf=37,encode,600,3.607,327.439,0.0,327.439,20.25,37.47,2.598,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf37.264
x264,YachtRide,RA,slow,crf=37,decode,600,0.207,13.031,0.0,13.031,20.14,37.18,2.598,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf37.264
