codec,family,seq,profile,preset,param,n_frames,is_neural,is_round_trip,actual_mbps,vmaf_mean,psnr_y,psnr_u,psnr_v,psnr_yuv,ssim_y,ms_ssim_y,time_encode_s,energy_encode_cpu_j,energy_encode_gpu_j,energy_encode_total_j,idle_cpu_w_encode,idle_gpu_w_encode,time_decode_s,energy_decode_cpu_j,energy_decode_gpu_j,energy_decode_total_j,idle_cpu_w_decode,idle_gpu_w_decode,energy_total_cpu_j,energy_total_gpu_j,energy_total_j,energy_total_kj,energy_per_frame_j,bitstream_path
x264,AVC,ShakeNDry,RA,slow,crf=37,300,0,1,1.295,43.82,31.846,38.065,39.576,33.589,0.83228,0.90648,1.31,108.127,0.0,108.127,20.22,37.19,0.122,4.372,0.0,4.372,20.34,37.0,112.499,0.0,112.499,0.1125,0.375,/home/user/tesi/bitstreams_video/x264_ShakeNDry_RA_slow_crf37.264
x264,AVC,YachtRide,LDP,faster,crf=22,600,0,1,26.182,84.964,37.436,41.985,41.02,38.453,0.95037,0.9827,1.602,175.588,0.0,175.588,20.24,37.25,0.328,22.264,0.0,22.264,20.08,36.66,197.852,0.0,197.852,0.1979,0.33,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf22.264
x264,AVC,YachtRide,LDP,faster,crf=27,600,0,1,12.687,68.925,34.379,40.953,39.924,35.894,0.91243,0.96258,1.325,136.568,0.0,136.568,20.15,37.06,0.248,15.539,0.0,15.539,20.19,37.4,152.107,0.0,152.107,0.1521,0.254,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf27.264
x264,AVC,YachtRide,LDP,faster,crf=32,600,0,1,6.025,48.81,31.512,40.004,38.883,33.495,0.85337,0.92248,1.108,109.205,0.0,109.205,20.39,37.29,0.206,11.614,0.0,11.614,20.38,37.16,120.819,0.0,120.819,0.1208,0.201,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf32.264
x264,AVC,YachtRide,LDP,faster,crf=37,600,0,1,3.074,31.014,28.858,39.172,37.95,31.284,0.77665,0.84995,0.983,92.383,0.0,92.383,20.05,37.12,0.174,8.592,0.0,8.592,20.33,37.24,100.975,0.0,100.975,0.101,0.168,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_faster_crf37.264
x264,AVC,YachtRide,LDP,medium,crf=22,600,0,1,26.538,86.454,37.369,42.317,41.35,38.485,0.9488,0.98261,2.616,283.046,0.0,283.046,24.18,36.18,0.329,21.698,0.0,21.698,25.21,40.22,304.744,0.0,304.744,0.3047,0.508,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf22.264
x264,AVC,YachtRide,LDP,medium,crf=27,600,0,1,12.643,70.793,34.184,41.205,40.15,35.807,0.90804,0.96174,1.964,206.079,0.0,206.079,24.58,35.69,0.251,16.097,0.0,16.097,25.09,38.02,222.176,0.0,222.176,0.2222,0.37,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf27.264
x264,AVC,YachtRide,LDP,medium,crf=32,600,0,1,5.76,50.167,31.2,40.179,39.063,33.305,0.84519,0.92026,1.449,143.109,0.0,143.109,24.28,35.98,0.211,11.77,0.0,11.77,24.49,36.16,154.879,0.0,154.879,0.1549,0.258,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf32.264
x264,AVC,YachtRide,LDP,medium,crf=37,600,0,1,2.648,32.038,28.559,39.245,37.985,31.073,0.77002,0.85161,1.272,113.682,0.0,113.682,24.4,36.42,0.18,9.114,0.0,9.114,24.52,36.24,122.796,0.0,122.796,0.1228,0.205,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_crf37.264
x264,AVC,YachtRide,LDP,slow,crf=22,600,0,1,26.795,87.166,37.4,42.302,41.332,38.504,0.94891,0.98273,5.432,607.639,0.0,607.639,20.27,37.31,0.336,23.313,0.0,23.313,20.52,36.76,630.952,0.0,630.952,0.631,1.052,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf22.264
x264,AVC,YachtRide,LDP,slow,crf=27,600,0,1,12.736,70.969,34.087,41.204,40.154,35.735,0.9069,0.96089,3.684,391.931,0.0,391.931,20.72,37.06,0.258,16.897,0.0,16.897,20.33,37.29,408.828,0.0,408.828,0.4088,0.681,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf27.264
x264,AVC,YachtRide,LDP,slow,crf=32,600,0,1,5.672,49.676,30.958,40.23,39.095,33.134,0.84158,0.91697,2.312,243.486,0.0,243.486,20.35,37.36,0.209,12.444,0.0,12.444,20.2,37.54,255.93,0.0,255.93,0.2559,0.427,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf32.264
x264,AVC,YachtRide,LDP,slow,crf=37,600,0,1,2.499,30.794,28.253,39.17,37.92,30.826,0.76374,0.84356,1.519,151.148,0.0,151.148,20.06,36.85,0.178,9.424,0.0,9.424,20.18,37.09,160.572,0.0,160.572,0.1606,0.268,/home/user/tesi/bitstreams_video/x264_YachtRide_LDP_slow_crf37.264
x264,AVC,YachtRide,RA,faster,crf=22,600,0,1,25.241,84.03,37.441,42.454,41.497,38.575,0.95146,0.98313,3.045,325.81,0.0,325.81,20.21,36.98,0.362,26.002,0.0,26.002,20.18,36.71,351.812,0.0,351.812,0.3518,0.586,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf22.264
x264,AVC,YachtRide,RA,faster,crf=27,600,0,1,12.482,69.743,34.577,41.367,40.366,36.15,0.91677,0.96517,2.724,282.96,0.0,282.96,20.13,37.32,0.283,20.005,0.0,20.005,20.42,37.22,302.965,0.0,302.965,0.303,0.505,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf27.264
x264,AVC,YachtRide,RA,faster,crf=32,600,0,1,6.105,51.249,31.873,40.439,39.389,33.884,0.86229,0.92942,2.462,246.696,0.0,246.696,20.21,38.46,0.241,15.585,0.0,15.585,20.13,37.25,262.281,0.0,262.281,0.2623,0.437,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf32.264
x264,AVC,YachtRide,RA,faster,crf=37,600,0,1,2.941,32.558,29.313,39.556,38.425,31.733,0.79098,0.8669,2.248,211.946,0.0,211.946,20.34,37.34,0.207,12.833,0.0,12.833,20.24,36.99,224.779,0.0,224.779,0.2248,0.375,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_faster_crf37.264
x264,AVC,YachtRide,RA,medium,crf=22,600,0,1,25.606,85.793,37.399,42.999,42.008,38.675,0.95069,0.98309,4.52,469.283,0.0,469.283,24.22,36.7,0.378,24.745,0.0,24.745,24.61,36.48,494.028,0.0,494.028,0.494,0.823,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf22.264
x264,AVC,YachtRide,RA,medium,crf=27,600,0,1,12.593,71.685,34.401,41.864,40.806,36.134,0.91478,0.96499,3.922,384.164,0.0,384.164,24.52,36.29,0.294,19.082,0.0,19.082,24.65,36.2,403.246,0.0,403.246,0.4032,0.672,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf27.264
x264,AVC,YachtRide,RA,medium,crf=32,600,0,1,6.097,53.538,31.703,40.881,39.78,33.86,0.86116,0.93074,3.546,318.61,0.0,318.61,24.25,36.46,0.244,15.214,0.0,15.214,24.5,35.98,333.824,0.0,333.824,0.3338,0.556,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf32.264
x264,AVC,YachtRide,RA,medium,crf=37,600,0,1,2.915,35.411,29.266,39.933,38.755,31.786,0.79337,0.87298,3.238,265.328,0.0,265.328,24.33,35.94,0.209,12.478,0.0,12.478,24.53,36.46,277.806,0.0,277.806,0.2778,0.463,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_crf37.264
x264,AVC,YachtRide,RA,slow,crf=22,600,0,1,25.314,86.231,37.408,42.977,41.962,38.673,0.95077,0.98307,6.01,673.575,0.0,673.575,20.24,37.67,0.374,25.895,0.0,25.895,20.13,37.23,699.47,0.0,699.47,0.6995,1.166,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf22.264
x264,AVC,YachtRide,RA,slow,crf=27,600,0,1,12.246,71.748,34.335,41.887,40.796,36.087,0.91397,0.96413,4.863,517.779,0.0,517.779,20.29,37.34,0.295,19.99,0.0,19.99,20.31,37.05,537.769,0.0,537.769,0.5378,0.896,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf27.264
x264,AVC,YachtRide,RA,slow,crf=32,600,0,1,5.676,52.647,31.487,40.964,39.845,33.716,0.85763,0.92711,4.101,406.025,0.0,406.025,20.16,37.4,0.249,15.889,0.0,15.889,20.34,37.16,421.914,0.0,421.914,0.4219,0.703,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf32.264
x264,AVC,YachtRide,RA,slow,crf=37,600,0,1,2.598,34.398,28.937,40.078,38.868,31.571,0.78771,0.86537,3.607,327.439,0.0,327.439,20.25,37.47,0.207,13.031,0.0,13.031,20.14,37.18,340.47,0.0,340.47,0.3405,0.567,/home/user/tesi/bitstreams_video/x264_YachtRide_RA_slow_crf37.264
x265,HEVC,Beauty,LDP,faster,crf=22,600,0,1,7.783,83.359,39.08,39.048,41.199,39.34,0.90323,0.97551,4.679,391.052,0.0,391.052,20.15,37.04,0.702,32.264,0.0,32.264,21.31,38.05,423.316,0.0,423.316,0.4233,0.706,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_faster_crf22.265
x265,HEVC,Beauty,LDP,faster,crf=27,600,0,1,3.551,73.352,38.213,38.659,40.478,38.552,0.89448,0.97015,3.746,294.243,0.0,294.243,21.46,38.76,0.531,25.5,0.0,25.5,20.25,37.56,319.743,0.0,319.743,0.3197,0.533,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_faster_crf27.265
x265,HEVC,Beauty,LDP,faster,crf=32,600,0,1,1.832,59.169,36.706,38.17,39.809,37.277,0.87769,0.95825,3.181,253.144,0.0,253.144,20.3,37.66,0.479,23.2,0.0,23.2,20.12,37.23,276.344,0.0,276.344,0.2763,0.461,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_faster_crf32.265
x265,HEVC,Beauty,LDP,faster,crf=37,600,0,1,0.914,40.81,34.535,37.717,38.91,35.48,0.85373,0.93595,2.567,203.361,0.0,203.361,20.16,38.91,0.418,19.863,0.0,19.863,20.11,36.82,223.224,0.0,223.224,0.2232,0.372,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_faster_crf37.265
x265,HEVC,Beauty,LDP,medium,crf=22,600,0,1,7.853,83.981,39.098,39.062,41.214,39.358,0.90339,0.9756,6.991,530.066,0.0,530.066,24.5,36.43,0.707,32.221,0.0,32.221,24.78,36.11,562.287,0.0,562.287,0.5623,0.937,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_crf22.265
x265,HEVC,Beauty,LDP,medium,crf=27,600,0,1,3.581,73.995,38.228,38.695,40.537,38.575,0.89456,0.9702,5.059,363.82,0.0,363.82,24.55,36.15,0.528,24.079,0.0,24.079,24.63,36.22,387.899,0.0,387.899,0.3879,0.646,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_crf27.265
x265,HEVC,Beauty,LDP,medium,crf=32,600,0,1,1.821,59.561,36.694,38.163,39.831,37.27,0.87757,0.95832,3.741,272.943,0.0,272.943,24.66,36.04,0.454,21.152,0.0,21.152,24.72,36.56,294.095,0.0,294.095,0.2941,0.49,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_crf32.265
x265,HEVC,Beauty,LDP,medium,crf=37,600,0,1,0.864,40.464,34.414,37.73,38.965,35.398,0.85152,0.9348,2.734,203.644,0.0,203.644,24.52,36.51,0.401,17.891,0.0,17.891,24.67,36.18,221.535,0.0,221.535,0.2215,0.369,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_crf37.265
x265,HEVC,Beauty,LDP,slow,crf=22,600,0,1,7.96,86.281,39.219,39.098,41.223,39.454,0.90438,0.9764,17.583,1420.454,0.0,1420.454,20.19,37.47,0.67,32.202,0.0,32.202,20.06,37.44,1452.656,0.0,1452.656,1.4527,2.421,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_slow_crf22.265
x265,HEVC,Beauty,LDP,slow,crf=27,600,0,1,3.779,77.201,38.39,38.687,40.523,38.694,0.89553,0.97113,13.45,1052.536,0.0,1052.536,20.3,37.39,0.542,26.037,0.0,26.037,20.24,37.5,1078.573,0.0,1078.573,1.0786,1.798,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_slow_crf27.265
x265,HEVC,Beauty,LDP,slow,crf=32,600,0,1,1.871,63.083,36.888,38.18,39.888,37.424,0.87875,0.95989,10.432,832.024,0.0,832.024,20.21,37.68,0.466,22.578,0.0,22.578,20.13,37.52,854.602,0.0,854.602,0.8546,1.424,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_slow_crf32.265
x265,HEVC,Beauty,LDP,slow,crf=37,600,0,1,0.894,43.518,34.683,37.759,38.977,35.604,0.85367,0.93755,7.657,639.697,0.0,639.697,20.19,37.89,0.405,19.263,0.0,19.263,20.22,37.54,658.96,0.0,658.96,0.659,1.098,/home/user/tesi/bitstreams_video/x265_Beauty_LDP_slow_crf37.265
x265,HEVC,Beauty,RA,faster,crf=22,600,0,1,6.049,79.866,38.842,38.952,41.167,39.146,0.9007,0.97418,3.998,415.661,0.0,415.661,20.65,37.72,0.428,26.508,0.0,26.508,20.85,37.9,442.169,0.0,442.169,0.4422,0.737,/home/user/tesi/bitstreams_video/x265_Beauty_RA_faster_crf22.265
x265,HEVC,Beauty,RA,faster,crf=27,600,0,1,2.96,69.693,37.943,38.781,40.723,38.395,0.89214,0.96852,3.455,349.37,0.0,349.37,20.29,37.75,0.397,22.647,0.0,22.647,20.34,37.65,372.017,0.0,372.017,0.372,0.62,/home/user/tesi/bitstreams_video/x265_Beauty_RA_faster_crf27.265
x265,HEVC,Beauty,RA,faster,crf=32,600,0,1,1.525,55.587,36.565,38.445,40.24,37.259,0.8789,0.95776,3.107,300.847,0.0,300.847,20.26,37.52,0.382,20.621,0.0,20.621,20.47,37.5,321.468,0.0,321.468,0.3215,0.536,/home/user/tesi/bitstreams_video/x265_Beauty_RA_faster_crf32.265
x265,HEVC,Beauty,RA,faster,crf=37,600,0,1,0.777,38.793,34.742,38.081,39.65,35.773,0.86298,0.94078,2.811,261.025,0.0,261.025,20.25,37.84,0.368,19.091,0.0,19.091,20.2,37.09,280.116,0.0,280.116,0.2801,0.467,/home/user/tesi/bitstreams_video/x265_Beauty_RA_faster_crf37.265
x265,HEVC,Beauty,RA,medium,crf=22,600,0,1,6.329,81.43,38.885,38.96,41.189,39.182,0.90105,0.97438,8.171,801.477,0.0,801.477,24.81,36.51,0.414,26.985,0.0,26.985,24.65,36.08,828.462,0.0,828.462,0.8285,1.381,/home/user/tesi/bitstreams_video/x265_Beauty_RA_crf22.265
x265,HEVC,Beauty,RA,medium,crf=27,600,0,1,3.062,71.725,38.001,38.772,40.723,38.437,0.89241,0.96879,6.93,661.909,0.0,661.909,24.53,36.32,0.389,21.829,0.0,21.829,24.69,35.89,683.738,0.0,683.738,0.6837,1.14,/home/user/tesi/bitstreams_video/x265_Beauty_RA_crf27.265
x265,HEVC,Beauty,RA,medium,crf=32,600,0,1,1.557,57.962,36.61,38.395,40.196,37.282,0.87857,0.95796,6.371,575.004,0.0,575.004,24.48,35.81,0.369,20.154,0.0,20.154,24.7,36.22,595.158,0.0,595.158,0.5952,0.992,/home/user/tesi/bitstreams_video/x265_Beauty_RA_crf32.265
x265,HEVC,Beauty,RA,medium,crf=37,600,0,1,0.781,40.976,34.797,38.039,39.597,35.802,0.86262,0.94124,5.96,509.854,0.0,509.854,24.57,36.01,0.365,18.641,0.0,18.641,24.61,36.04,528.495,0.0,528.495,0.5285,0.881,/home/user/tesi/bitstreams_video/x265_Beauty_RA_crf37.265
x265,HEVC,Beauty,RA,slow,crf=22,600,0,1,6.675,84.485,39.087,39.08,41.247,39.356,0.90318,0.97579,19.812,2010.339,0.0,2010.339,20.14,37.31,0.429,26.98,0.0,26.98,20.02,37.43,2037.319,0.0,2037.319,2.0373,3.396,/home/user/tesi/bitstreams_video/x265_Beauty_RA_slow_crf22.265
x265,HEVC,Beauty,RA,slow,crf=27,600,0,1,3.327,75.761,38.251,38.791,40.721,38.627,0.89446,0.9704,16.028,1643.705,0.0,1643.705,20.34,37.6,0.388,23.271,0.0,23.271,20.18,37.46,1666.976,0.0,1666.976,1.667,2.778,/home/user/tesi/bitstreams_video/x265_Beauty_RA_slow_crf27.265
x265,HEVC,Beauty,RA,slow,crf=32,600,0,1,1.687,62.613,36.948,38.367,40.186,37.53,0.88145,0.96066,14.581,1421.796,0.0,1421.796,20.25,37.34,0.383,21.678,0.0,21.678,20.35,37.22,1443.474,0.0,1443.474,1.4435,2.406,/home/user/tesi/bitstreams_video/x265_Beauty_RA_slow_crf32.265
x265,HEVC,Beauty,RA,slow,crf=37,600,0,1,0.821,45.133,35.258,38.025,39.517,36.136,0.86633,0.94557,12.89,1207.953,0.0,1207.953,20.5,37.33,0.381,20.191,0.0,20.191,20.51,37.05,1228.144,0.0,1228.144,1.2281,2.047,/home/user/tesi/bitstreams_video/x265_Beauty_RA_slow_crf37.265
x265,HEVC,Bosphorus,LDP,faster,crf=22,600,0,1,10.729,89.286,41.506,44.029,44.031,42.137,0.96515,0.98843,4.607,374.959,0.0,374.959,20.33,37.77,0.931,40.262,0.0,40.262,20.19,38.66,415.221,0.0,415.221,0.4152,0.692,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_faster_crf22.265
x265,HEVC,Bosphorus,LDP,faster,crf=27,600,0,1,4.386,79.583,38.846,42.008,41.982,39.633,0.94313,0.97713,3.966,302.299,0.0,302.299,20.14,37.98,0.707,31.218,0.0,31.218,20.33,37.42,333.517,0.0,333.517,0.3335,0.556,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_faster_crf27.265
x265,HEVC,Bosphorus,LDP,faster,crf=32,600,0,1,1.836,63.72,35.956,40.187,40.114,37.005,0.90583,0.95421,3.281,239.403,0.0,239.403,20.18,37.56,0.566,25.717,0.0,25.717,20.32,37.98,265.12,0.0,265.12,0.2651,0.442,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_faster_crf32.265
x265,HEVC,Bosphorus,LDP,faster,crf=37,600,0,1,0.775,44.635,32.999,38.953,38.619,34.446,0.85053,0.91241,2.589,193.1,0.0,193.1,20.28,37.66,0.46,21.185,0.0,21.185,20.26,37.28,214.285,0.0,214.285,0.2143,0.357,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_faster_crf37.265
x265,HEVC,Bosphorus,LDP,medium,crf=22,600,0,1,10.448,89.76,41.643,44.037,44.059,42.244,0.9659,0.98871,7.05,539.568,0.0,539.568,24.51,36.33,0.937,37.866,0.0,37.866,24.66,36.11,577.434,0.0,577.434,0.5774,0.962,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_crf22.265
x265,HEVC,Bosphorus,LDP,medium,crf=27,600,0,1,4.301,80.028,38.907,42.003,41.973,39.677,0.94363,0.97732,5.228,368.973,0.0,368.973,24.44,35.72,0.715,29.813,0.0,29.813,24.78,36.01,398.786,0.0,398.786,0.3988,0.665,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_crf27.265
x265,HEVC,Bosphorus,LDP,medium,crf=32,600,0,1,1.805,63.863,35.949,40.117,40.104,36.99,0.9058,0.95394,3.897,264.475,0.0,264.475,24.51,36.23,0.555,22.842,0.0,22.842,24.7,35.79,287.317,0.0,287.317,0.2873,0.479,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_crf32.265
x265,HEVC,Bosphorus,LDP,medium,crf=37,600,0,1,0.751,44.378,32.973,38.953,38.614,34.426,0.85087,0.91207,2.805,196.256,0.0,196.256,24.48,35.13,0.438,18.561,0.0,18.561,24.97,34.69,214.817,0.0,214.817,0.2148,0.358,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_crf37.265
x265,HEVC,Bosphorus,LDP,slow,crf=22,600,0,1,10.898,91.876,41.979,43.967,43.999,42.48,0.96723,0.98947,16.484,1399.725,0.0,1399.725,20.26,37.69,0.961,40.508,0.0,40.508,20.31,37.88,1440.233,0.0,1440.233,1.4402,2.4,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_slow_crf22.265
x265,HEVC,Bosphorus,LDP,slow,crf=27,600,0,1,4.365,82.943,39.176,42.043,42.015,39.889,0.94481,0.97816,12.034,969.94,0.0,969.94,20.21,37.73,0.709,30.741,0.0,30.741,20.3,37.7,1000.681,0.0,1000.681,1.0007,1.668,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_slow_crf27.265
x265,HEVC,Bosphorus,LDP,slow,crf=32,600,0,1,1.8,67.524,36.282,40.147,40.175,37.251,0.9088,0.95669,9.153,726.741,0.0,726.741,20.15,37.59,0.543,24.002,0.0,24.002,20.84,37.82,750.743,0.0,750.743,0.7507,1.251,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_slow_crf32.265
x265,HEVC,Bosphorus,LDP,slow,crf=37,600,0,1,0.763,48.418,33.361,38.839,38.556,34.695,0.85692,0.91893,6.721,564.265,0.0,564.265,20.34,37.74,0.44,20.731,0.0,20.731,20.33,37.83,584.996,0.0,584.996,0.585,0.975,/home/user/tesi/bitstreams_video/x265_Bosphorus_LDP_slow_crf37.265
x265,HEVC,Bosphorus,RA,faster,crf=22,600,0,1,5.781,84.853,40.744,44.966,44.831,41.783,0.96244,0.987,3.502,337.595,0.0,337.595,20.32,37.98,0.441,27.198,0.0,27.198,20.16,37.58,364.793,0.0,364.793,0.3648,0.608,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_faster_crf22.265
x265,HEVC,Bosphorus,RA,faster,crf=27,600,0,1,2.595,75.444,38.485,43.32,43.258,39.686,0.94285,0.97698,2.975,276.295,0.0,276.295,20.16,37.67,0.4,24.172,0.0,24.172,20.08,37.3,300.467,0.0,300.467,0.3005,0.501,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_faster_crf27.265
x265,HEVC,Bosphorus,RA,faster,crf=32,600,0,1,1.226,62.024,36.163,41.869,41.718,37.571,0.91344,0.95921,2.662,246.367,0.0,246.367,20.16,37.43,0.381,22.392,0.0,22.392,20.23,37.65,268.759,0.0,268.759,0.2688,0.448,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_faster_crf32.265
x265,HEVC,Bosphorus,RA,faster,crf=37,600,0,1,0.637,45.59,33.801,40.787,40.534,35.516,0.87344,0.92944,2.548,228.013,0.0,228.013,20.19,36.99,0.372,20.897,0.0,20.897,20.31,37.51,248.91,0.0,248.91,0.2489,0.415,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_faster_crf37.265
x265,HEVC,Bosphorus,RA,medium,crf=22,600,0,1,7.398,88.396,41.724,45.114,45.021,42.56,0.96782,0.9895,7.451,674.189,0.0,674.189,24.59,35.09,0.579,30.272,0.0,30.272,24.64,35.91,704.461,0.0,704.461,0.7045,1.174,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_crf22.265
x265,HEVC,Bosphorus,RA,medium,crf=27,600,0,1,3.364,80.157,39.311,43.366,43.346,40.322,0.9494,0.98044,6.622,574.985,0.0,574.985,24.18,35.57,0.461,24.548,0.0,24.548,24.65,36.33,599.533,0.0,599.533,0.5995,0.999,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_crf27.265
x265,HEVC,Bosphorus,RA,medium,crf=32,600,0,1,1.561,67.059,36.757,41.846,41.7,38.011,0.91994,0.96328,6.436,520.894,0.0,520.894,24.46,36.26,0.389,21.912,0.0,21.912,24.63,37.59,542.806,0.0,542.806,0.5428,0.905,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_crf32.265
x265,HEVC,Bosphorus,RA,medium,crf=37,600,0,1,0.758,50.136,34.132,40.781,40.518,35.762,0.87751,0.93283,5.903,487.411,0.0,487.411,24.45,35.94,0.382,19.459,0.0,19.459,24.65,36.03,506.87,0.0,506.87,0.5069,0.845,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_crf37.265
x265,HEVC,Bosphorus,RA,slow,crf=22,600,0,1,7.979,90.794,42.227,45.043,44.99,42.924,0.97028,0.99077,15.713,1603.302,0.0,1603.302,20.19,37.85,0.593,31.856,0.0,31.856,20.09,37.49,1635.158,0.0,1635.158,1.6352,2.725,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_slow_crf22.265
x265,HEVC,Bosphorus,RA,slow,crf=27,600,0,1,3.647,83.847,39.81,43.275,43.267,40.675,0.95276,0.9825,12.834,1311.532,0.0,1311.532,20.24,37.87,0.468,26.524,0.0,26.524,20.27,37.69,1338.056,0.0,1338.056,1.3381,2.23,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_slow_crf27.265
x265,HEVC,Bosphorus,RA,slow,crf=32,600,0,1,1.678,71.754,37.222,41.728,41.608,38.333,0.92417,0.9665,11.066,1156.819,0.0,1156.819,20.37,37.95,0.397,22.857,0.0,22.857,20.77,37.99,1179.676,0.0,1179.676,1.1797,1.966,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_slow_crf32.265
x265,HEVC,Bosphorus,RA,slow,crf=37,600,0,1,0.771,54.122,34.582,40.502,40.328,36.04,0.88333,0.93802,10.285,1060.51,0.0,1060.51,20.28,37.73,0.391,21.343,0.0,21.343,20.13,38.79,1081.853,0.0,1081.853,1.0819,1.803,/home/user/tesi/bitstreams_video/x265_Bosphorus_RA_slow_crf37.265
x265,HEVC,HoneyBee,LDP,faster,crf=22,600,0,1,1.436,87.668,41.241,40.792,42.231,41.309,0.96035,0.9903,2.538,198.995,0.0,198.995,20.35,37.15,0.421,19.64,0.0,19.64,20.25,37.09,218.635,0.0,218.635,0.2186,0.364,/home/user/tesi/bitstreams_video/x265_HoneyBee_LDP_faster_crf22.265
x265,HEVC,HoneyBee,LDP,faster,crf=27,600,0,1,0.497,77.48,39.254,38.154,40.15,39.229,0.94708,0.98391,2.432,168.462,0.0,168.462,20.41,37.43,0.367,16.639,0.0,16.639,20.14,37.63,185.101,0.0,185.101,0.1851,0.309,/home/user/tesi/bitstreams_video/x265_HoneyBee_LDP_faster_crf27.265
x265,HEVC,HoneyBee,LDP,faster,crf=32,600,0,1,0.286,64.45,36.886,36.36,38.442,37.015,0.92478,0.972,2.389,159.842,0.0,159.842,20.21,37.16,0.372,16.389,0.0,16.389,20.31,37.8,176.231,0.0,176.231,0.1762,0.294,/home/user/tesi/bitstreams_video/x265_HoneyBee_LDP_faster_crf32.265
x265,HEVC,HoneyBee,LDP,faster,crf=37,600,0,1,0.199,46.0,34.08,35.157,38.302,34.743,0.88846,0.94702,2.385,155.356,0.0,155.356,20.04,37.61,0.362,15.713,0.0,15.713,20.06,37.62,171.069,0.0,171.069,0.1711,0.285,/home/user/tesi/bitstreams_video/x265_HoneyBee_LDP_faster_crf37.265
x265,HEVC,HoneyBee,LDP,medium,crf=22,600,0,1,1.362,87.65,41.246,40.906,42.238,41.328,0.96037,0.99029,2.822,210.246,0.0,210.246,24.62,35.97,0.404,17.472,0.0,17.472,24.63,36.03,227.718,0.0,227.718,0.2277,0.38,/home/user/tesi/bitstreams_video/x265_HoneyBee_LDP_crf22.265
x265,HEVC,HoneyBee,LDP,medium,crf=27,600,0,1,0.472,77.601,39.271,38.336,40.137,39.262,0.94727,0.98401,2.646,175.761,0.0,175.761,24.33,36.37,0.357,15.241,0.0,15.241,24.47,35.87,191.002,0.0,191.002,0.191,0.318,/home/user/tesi/bitstreams_video/x265_HoneyBee_LDP_crf27.265
