codec_a,codec_b,seq,bd_rate,bd_rate_valid,bd_rate_e,bd_rate_e_valid,bd_rate_e_bins,bd_volume,bd_volume_valid,overlap_d,overlap_e_dec,pareto_hv,pareto_hv_valid,epsilon,epsilon_valid
vvenc,dcvc_rt,HoneyBee,-5.668904492264981,True,,False,0,,False,0,0,-0.4144940849077703,True,0.23613395168183277,True
vvenc,dcvc_rt_cuda,HoneyBee,-5.8209964649237556,True,,False,0,,False,0,0,-0.3296442547948691,True,0.18876586301068737,True
vvenc,svtav1,HoneyBee,6.366880049057677,True,,False,0,,False,0,0,0.3775462682367057,True,0.04837663507621348,True
vvenc,x264,HoneyBee,211.75938680745537,True,,False,0,,False,0,0,0.013562217834486495,True,0.290331603283724,True
vvenc,x265,HoneyBee,93.24933068339148,True,,False,0,,False,0,0,0.2639098564920577,True,0.18736261756333106,True
x264,dcvc_dc,HoneyBee,-70.42736128124491,True,,False,0,,False,0,0,-0.9909222272406113,True,0.9933078132089938,True
x264,dcvc_fm,HoneyBee,-77.2919273304644,True,,False,0,,False,0,0,-0.9768780742700516,True,0.9859377788509912,True
x264,dcvc_rt,HoneyBee,59.06324944749799,True,,False,0,,False,0,0,-0.4224348436716315,True,0.6842579507936382,True
x264,dcvc_rt_cuda,HoneyBee,60.6573373271962,True,,False,0,,False,0,0,-0.3387357654379406,True,0.6391662210951369,True
x264,svtav1,HoneyBee,-75.00734251609877,True,,False,0,,False,0,0,0.3689883507940764,True,0.17166540010573372,True
x264,vvenc,HoneyBee,-67.9239810470372,True,,False,0,,False,0,0,-0.013562217834486495,True,0.4504003580844495,True
x264,x265,HoneyBee,-63.63711704331243,True,,False,0,,False,0,0,0.25378958833874593,True,0.10873961119626233,True
x265,dcvc_dc,HoneyBee,-51.521719891201,True,,False,0,,False,0,0,-0.9932260714522492,True,0.9092069499061567,True
x265,dcvc_fm,HoneyBee,-39.50700122050149,True,,False,0,,False,0,0,-0.9827461782826542,True,0.9018369155481541,True
x265,dcvc_rt,HoneyBee,264.22318562894117,True,,False,0,,False,0,0,-0.5690148669350116,True,0.6017016193591581,True
x265,dcvc_rt_cuda,HoneyBee,269.20069979174576,True,,False,0,,False,0,0,-0.5065577433105816,True,0.5550653577922998,True
x265,svtav1,HoneyBee,-60.93417542212604,True,,False,0,,False,0,0,0.15437839067250309,True,0.09528035277127038,True
x265,vvenc,HoneyBee,-48.25337834476942,True,,False,0,,False,0,0,-0.2639098564920577,True,0.3662994947816125,True
x265,x264,HoneyBee,175.00569775810027,True,,False,0,,False,0,0,-0.25378958833874593,True,0.2702475734328587,True
dcvc_dc,dcvc_fm,Jockey,23.719809211796196,True,,False,0,,False,0,0,0.5669884954032615,True,0.03431829963711752,True
